OFF_PLAYER_ID,OFF_PLAYER_NAME,DEF_PLAYER_ID,DEF_PLAYER_NAME,GP,MATCHUP_MIN,PARTIAL_POSS,PLAYER_PTS,MATCHUP_FGM,MATCHUP_FGA,MATCHUP_FG3M,MATCHUP_FG3A,MATCHUP_TOV,SFL,SEASON_TYPE
203991,Clint Capela,202696,Nikola Vučević,4,36.7,188.9,28,14,28,0,0,0,0,Regular Season
1627734,Domantas Sabonis,202696,Nikola Vučević,4,37.2,184.4,52,22,42,1,3,8,4,Regular Season
201935,James Harden,1630171,Isaac Okoro,6,36.9,183.5,22,7,19,2,7,8,3,Regular Season
203999,Nikola Jokić,203500,Steven Adams,4,34.4,170.0,65,28,46,5,14,3,2,Regular Season
1628976,Wendell Carter Jr.,202696,Nikola Vučević,4,36.0,165.2,58,24,38,4,11,7,5,Regular Season
202696,Nikola Vučević,203991,Clint Capela,4,30.6,163.5,38,17,33,2,6,4,0,Regular Season
203500,Steven Adams,203999,Nikola Jokić,4,34.4,163.3,18,8,15,0,0,3,1,Regular Season
1627751,Jakob Poeltl,203500,Steven Adams,4,30.1,161.8,36,18,24,0,0,3,1,Regular Season
1628970,Miles Bridges,202699,Tobias Harris,4,30.0,159.3,35,14,32,3,13,6,3,Regular Season
203954,Joel Embiid,202696,Nikola Vučević,3,34.3,157.7,73,29,58,6,13,11,8,Regular Season
203999,Nikola Jokić,1626172,Kevon Looney,4,32.9,157.5,61,23,41,3,10,11,7,Regular Season
203084,Harrison Barnes,203932,Aaron Gordon,4,27.6,156.2,24,8,15,3,7,2,2,Regular Season
203999,Nikola Jokić,1626157,Karl-Anthony Towns,4,32.5,154.5,61,23,36,6,15,13,6,Regular Season
203932,Aaron Gordon,203084,Harrison Barnes,4,31.6,153.9,31,12,18,3,6,3,1,Regular Season
1626157,Karl-Anthony Towns,202685,Jonas Valančiūnas,4,27.6,149.1,66,26,50,7,16,10,5,Regular Season
202685,Jonas Valančiūnas,1626157,Karl-Anthony Towns,4,31.9,148.0,27,10,29,0,0,5,3,Regular Season
1629636,Darius Garland,1630245,Ayo Dosunmu,4,31.7,147.6,38,13,31,1,7,9,6,Regular Season
1627751,Jakob Poeltl,202685,Jonas Valančiūnas,4,27.4,146.8,28,13,25,0,0,6,4,Regular Season
202685,Jonas Valančiūnas,1627751,Jakob Poeltl,4,31.6,146.8,44,18,34,3,5,7,5,Regular Season
1628470,Torrey Craig,201942,DeMar DeRozan,5,30.9,146.1,12,3,7,2,5,3,2,Regular Season
203944,Julius Randle,1627734,Domantas Sabonis,5,31.5,145.5,47,17,42,4,16,8,6,Regular Season
203994,Jusuf Nurkić,203500,Steven Adams,4,29.7,144.8,41,18,30,1,3,8,2,Regular Season
201942,DeMar DeRozan,1628470,Torrey Craig,5,26.9,144.6,37,14,32,0,1,7,5,Regular Season
