GROUP_SET,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,VS_PLAYER_ID,VS_PLAYER_NAME,COURT_STATUS,GP,MIN,PLUS_MINUS,OFF_RATING,DEF_RATING,NET_RATING,team,SEASON_TYPE
On/Off Court,1610612737,ATL,Atlanta Hawks,202337,"Babbitt, Luke",On,37,570.0,-1.8,106.3,108.4,-2.1,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,203145,"Bazemore, Kent",On,65,1789.0,-4.3,104.5,108.9,-4.5,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,201158,"Belinelli, Marco",On,52,1209.0,-7.5,101.4,110.3,-8.8,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1627761,"Bembry, DeAndre'",On,26,455.0,-7.9,99.2,106.7,-7.5,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1627852,"Brussino, Nicolas",On,4,10.0,82.3,125.0,36.4,88.6,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1628463,"Cavanaugh, Tyler",On,39,518.0,-2.3,105.0,107.1,-2.1,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1628499,"Cleveland, Antonius",On,4,42.0,-18.5,90.2,106.5,-16.2,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1628381,"Collins, John",On,74,1785.0,-5.9,101.0,107.3,-6.2,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,203473,"Dedmon, Dewayne",On,62,1542.0,-4.9,103.2,108.3,-5.1,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1627098,"Delaney, Malcolm",On,54,1014.0,-4.9,101.9,106.4,-4.5,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1628416,"Dorsey, Tyler",On,56,974.0,-7.3,101.5,108.7,-7.1,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,202379,"Evans, Jeremy",On,1,5.0,-35.9,100.0,123.1,-23.1,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,101141,"Ilyasova, Ersan",On,46,1175.0,-3.0,106.7,109.8,-3.0,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1627814,"Lee, Damion",On,15,404.0,-2.8,100.7,104.3,-3.6,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,203705,"Magette, Josh",On,18,216.0,-0.2,103.1,103.6,-0.5,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1628537,"Morris, Jaylen",On,6,98.0,-20.5,87.1,105.0,-17.9,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,203488,"Muscala, Mike",On,53,1060.0,-3.5,103.5,107.9,-4.4,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,203101,"Plumlee, Miles",On,55,918.0,-8.2,99.1,106.4,-7.3,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1627752,"Prince, Taurean",On,82,2464.0,-7.1,103.8,111.4,-7.5,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,203471,"Schröder, Dennis",On,67,2078.0,-6.4,105.2,111.8,-6.7,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1627819,"Taylor, Isaiah",On,67,1167.0,-1.5,103.2,103.9,-0.8,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1628510,"White III, Andrew",On,15,209.0,-17.4,91.6,110.3,-18.6,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,202337,"Babbitt, Luke",Off,54,2027.0,-4.7,104.4,109.2,-4.8,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,203145,"Bazemore, Kent",Off,82,2152.0,-6.4,102.2,109.1,-6.9,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,201158,"Belinelli, Marco",Off,55,1436.0,-1.0,106.3,106.5,-0.1,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1627761,"Bembry, DeAndre'",Off,82,3486.0,-5.1,104.5,110.0,-5.5,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1627852,"Brussino, Nicolas",Off,24,1147.0,-6.5,103.5,110.0,-6.5,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1628463,"Cavanaugh, Tyler",Off,73,2991.0,-5.5,104.2,110.1,-5.8,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1628499,"Cleveland, Antonius",Off,23,1062.0,-8.4,101.4,110.1,-8.6,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1628381,"Collins, John",Off,82,2156.0,-5.1,105.0,109.6,-4.6,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,203473,"Dedmon, Dewayne",Off,82,2399.0,-5.8,103.3,109.2,-5.9,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1627098,"Delaney, Malcolm",Off,82,2927.0,-5.6,104.4,110.0,-5.6,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1628416,"Dorsey, Tyler",Off,82,2967.0,-4.8,104.5,109.5,-5.0,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,202379,"Evans, Jeremy",Off,5,235.0,-2.0,101.1,103.6,-2.5,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,101141,"Ilyasova, Ersan",Off,60,1710.0,-5.4,102.8,108.3,-5.4,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1627814,"Lee, Damion",Off,15,316.0,-13.7,99.4,113.2,-13.8,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,203705,"Magette, Josh",Off,82,3725.0,-5.7,104.2,110.2,-6.0,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1628537,"Morris, Jaylen",Off,21,910.0,-6.3,103.7,110.4,-6.7,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,203488,"Muscala, Mike",Off,82,2881.0,-6.2,103.6,109.7,-6.1,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,203101,"Plumlee, Miles",Off,82,3023.0,-4.6,105.0,110.1,-5.2,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1627752,"Prince, Taurean",Off,82,1477.0,-2.6,101.3,104.8,-3.5,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,203471,"Schröder, Dennis",Off,82,1863.0,-4.4,101.4,105.8,-4.4,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1627819,"Taylor, Isaiah",Off,82,2774.0,-7.1,103.5,111.0,-7.6,Atlanta Hawks,Regular Season
On/Off Court,1610612737,ATL,Atlanta Hawks,1628510,"White III, Andrew",Off,40,1711.0,-5.3,104.1,109.8,-5.7,Atlanta Hawks,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1628443,"Allen, Kadeem",On,18,107.0,-9.0,91.6,100.0,-8.4,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,203382,"Baynes, Aron",On,81,1484.0,6.0,104.1,97.7,6.5,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1628444,"Bird, Jabari",On,13,115.0,7.5,108.7,102.1,6.6,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1627759,"Brown, Jaylen",On,70,2152.0,7.6,109.0,101.3,7.7,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,204067,"Eddie, Jarell",On,2,6.0,-76.7,46.2,136.4,-90.2,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1626780,"Gibson, Jonathan",On,4,40.0,-1.2,114.0,113.8,0.2,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,202330,"Hayward, Gordon",On,1,5.0,27.4,109.1,81.8,27.3,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,201143,"Horford, Al",On,72,2277.0,7.3,108.9,101.6,7.3,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,202681,"Irving, Kyrie",On,60,1931.0,6.4,110.0,104.3,5.6,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,203499,"Larkin, Shane",On,54,775.0,0.7,99.0,98.6,0.5,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,202328,"Monroe, Greg",On,26,496.0,-5.9,100.6,107.2,-6.6,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,202694,"Morris Sr., Marcus",On,54,1442.0,0.7,106.0,105.3,0.7,Boston Celtics,Regular Season
On/Off Court,1610612738,BOS,Boston Celtics,1627846,"Nader, Abdel",On,48,522.0,-10.0,97.1,107.3,-10.3,Boston Celtics,Regular Season
