OFF_PLAYER_ID,OFF_PLAYER_NAME,DEF_PLAYER_ID,DEF_PLAYER_NAME,GP,MATCHUP_MIN,PARTIAL_POSS,PLAYER_PTS,MATCHUP_FGM,MATCHUP_FGA,MATCHUP_FG3M,MATCHUP_FG3A,MATCHUP_TOV,SFL,SEASON_TYPE
203954,Joel Embiid,201572,Brook Lopez,4,41.2,190.1,78,33,79,4,16,5,8,Regular Season
203497,Rudy Gobert,1627734,Domantas Sabonis,4,43.5,186.5,40,18,28,0,0,3,3,Regular Season
1627734,Domantas Sabonis,203497,Rudy Gobert,4,33.2,179.7,53,24,37,1,1,6,5,Regular Season
1630578,Alperen Sengun,1627734,Domantas Sabonis,4,36.4,178.3,32,14,25,2,4,7,2,Regular Season
1627734,Domantas Sabonis,1629028,Deandre Ayton,3,34.0,171.9,25,9,19,0,2,7,4,Regular Season
1630162,Anthony Edwards,1628969,Mikal Bridges,5,37.0,168.5,32,12,29,2,10,7,4,Regular Season
1627734,Domantas Sabonis,1630578,Alperen Sengun,4,31.9,168.0,45,18,29,1,3,4,6,Regular Season
1629028,Deandre Ayton,1627734,Domantas Sabonis,3,33.2,167.6,48,23,33,0,0,2,0,Regular Season
1630162,Anthony Edwards,1628415,Dillon Brooks,4,35.5,167.1,38,14,23,3,5,3,3,Regular Season
1627826,Ivica Zubac,1627751,Jakob Poeltl,5,34.0,163.4,26,12,16,0,0,3,2,Regular Season
1628389,Bam Adebayo,1626167,Myles Turner,4,37.5,160.5,50,18,39,0,1,7,6,Regular Season
1627751,Jakob Poeltl,1627826,Ivica Zubac,5,34.0,160.0,37,16,32,0,0,4,6,Regular Season
1628386,Jarrett Allen,202696,Nikola Vučević,4,37.4,158.9,18,9,19,0,0,2,0,Regular Season
201143,Al Horford,202696,Nikola Vučević,4,32.4,158.0,16,6,20,4,16,2,0,Regular Season
203999,Nikola Jokić,203994,Jusuf Nurkić,4,29.8,154.4,56,22,36,2,3,6,6,Regular Season
1626167,Myles Turner,202696,Nikola Vučević,4,32.1,153.7,42,19,37,2,11,2,1,Regular Season
202696,Nikola Vučević,1628386,Jarrett Allen,4,28.5,152.6,31,13,20,1,4,3,2,Regular Season
1627759,Jaylen Brown,1630245,Ayo Dosunmu,4,30.8,150.8,36,14,33,4,13,5,4,Regular Season
201572,Brook Lopez,202696,Nikola Vučević,4,29.8,146.5,43,18,32,3,9,1,2,Regular Season
