CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS,DEFENSE_CATEGORY,SEASON_TYPE,FG2M,FG2A,FG2_PCT,NS_FG2_PCT,PLUSMINUS,FG3M,FG3A,FG3_PCT,NS_FG3_PCT,FGM_LT_06,FGA_LT_06,LT_06_PCT,NS_LT_06_PCT,FGM_LT_10,FGA_LT_10,LT_10_PCT,NS_LT_10_PCT,FGM_GT_15,FGA_GT_15,GT_15_PCT,NS_GT_15_PCT
201572,Brook Lopez,1610612749,MIL,C,31.0,81,81,1.0,736.0,1676.0,0.439,0.481,-0.042,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
203497,Rudy Gobert,1610612762,UTA,C,27.0,79,79,1.0,747.0,1665.0,0.449,0.486,-0.037,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
203500,Steven Adams,1610612760,OKC,C,25.0,79,79,1.0,681.0,1447.0,0.471,0.486,-0.016,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
203083,Andre Drummond,1610612765,DET,C,25.0,79,79,1.0,681.0,1424.0,0.478,0.485,-0.007,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
203999,Nikola Jokić,1610612743,DEN,C,24.0,80,80,1.0,667.0,1422.0,0.469,0.493,-0.024,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
200746,LaMarcus Aldridge,1610612759,SAS,C-F,33.0,81,81,1.0,643.0,1413.0,0.455,0.478,-0.023,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
202696,Nikola Vučević,1610612753,ORL,C,28.0,78,78,1.0,676.0,1408.0,0.48,0.485,-0.005,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1628386,Jarrett Allen,1610612751,BKN,C,21.0,80,80,1.0,688.0,1406.0,0.489,0.485,0.004,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
203954,Joel Embiid,1610612755,PHI,F-C,25.0,61,61,1.0,580.0,1363.0,0.426,0.477,-0.051,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1626157,Karl-Anthony Towns,1610612750,MIN,C,23.0,77,77,1.0,644.0,1350.0,0.477,0.479,-0.002,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1629028,Deandre Ayton,1610612756,PHX,C,20.0,71,71,1.0,624.0,1283.0,0.486,0.486,0.0,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1626149,Montrezl Harrell,1610612746,LAC,F-C,25.0,82,82,1.0,568.0,1267.0,0.448,0.473,-0.024,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1626167,Myles Turner,1610612754,IND,C-F,23.0,74,74,1.0,575.0,1237.0,0.465,0.486,-0.021,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
203994,Jusuf Nurkić,1610612757,POR,C,24.0,72,72,1.0,520.0,1194.0,0.436,0.49,-0.055,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
203991,Clint Capela,1610612745,HOU,C,25.0,66,66,1.0,537.0,1172.0,0.458,0.474,-0.016,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
201188,Marc Gasol,1610612761,TOR,C,34.0,79,79,1.0,503.0,1142.0,0.44,0.481,-0.04,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1626161,Willie Cauley-Stein,1610612758,SAC,C,25.0,81,81,1.0,547.0,1138.0,0.481,0.482,-0.001,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
202689,Kemba Walker,1610612766,CHA,G,29.0,81,81,1.0,530.0,1134.0,0.467,0.452,0.016,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
201935,James Harden,1610612745,HOU,G,29.0,77,77,1.0,510.0,1128.0,0.452,0.468,-0.015,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
201586,Serge Ibaka,1610612761,TOR,C-F,29.0,74,74,1.0,512.0,1125.0,0.455,0.475,-0.02,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
201143,Al Horford,1610612738,BOS,C-F,33.0,68,68,1.0,517.0,1121.0,0.461,0.479,-0.018,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
201950,Jrue Holiday,1610612740,NOP,G,29.0,67,67,1.0,503.0,1103.0,0.456,0.453,0.003,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
1627783,Pascal Siakam,1610612761,TOR,F,25.0,80,80,1.0,454.0,1100.0,0.413,0.462,-0.049,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
201580,JaVale McGee,1610612747,LAL,C,31.0,75,75,1.0,500.0,1097.0,0.456,0.485,-0.029,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
203078,Bradley Beal,1610612764,WAS,G,26.0,81,81,1.0,513.0,1090.0,0.471,0.451,0.02,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
202331,Paul George,1610612760,OKC,F,29.0,76,76,1.0,473.0,1087.0,0.435,0.458,-0.023,Overall,Regular Season,,,,,,,,,,,,,,,,,,,,,
