PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GAME_DATE,MATCHUP,WL,MIN,PTS,REB,AST,STL,BLK,TOV,FG_PCT,FG3_PCT,FT_PCT,PLUS_MINUS,SEASON_TYPE
201143,Al Horford,BOS,2024-10-22,BOS vs. NYK,W,26,11,3,5,1,1,0,0.571,0.6,,19,Regular Season
201950,Jrue Holiday,BOS,2024-10-22,BOS vs. NYK,W,31,18,4,4,1,0,0,0.778,0.667,,23,Regular Season
2544,LeBron James,LAL,2024-10-22,LAL vs. MIN,W,35,16,5,4,0,2,2,0.438,0.25,1.0,-6,Regular Season
1630559,Austin Reaves,LAL,2024-10-22,LAL vs. MIN,W,36,12,9,4,1,1,0,0.429,0.0,0.0,12,Regular Season
201144,Mike Conley,MIN,2024-10-22,MIN @ LAL,L,20,5,4,2,1,0,3,0.143,0.0,1.0,-22,Regular Season
1629675,Naz Reid,MIN,2024-10-22,MIN @ LAL,L,26,12,4,1,0,0,1,0.375,0.5,1.0,-6,Regular Season
1630183,Jaden McDaniels,MIN,2024-10-22,MIN @ LAL,L,16,6,2,1,1,0,1,0.375,0.0,,-8,Regular Season
1626166,Cameron Payne,NYK,2024-10-22,NYK @ BOS,L,21,11,3,4,1,0,1,0.5,0.25,,0,Regular Season
1629674,Neemias Queta,BOS,2024-10-22,BOS vs. NYK,W,4,0,0,0,0,0,0,,,,0,Regular Season
1630214,Xavier Tillman,BOS,2024-10-22,BOS vs. NYK,W,18,2,7,2,0,0,0,0.167,0.0,,-3,Regular Season
1641775,Jordan Walsh,BOS,2024-10-22,BOS vs. NYK,W,6,0,0,1,0,0,0,0.0,0.0,,-9,Regular Season
1629216,Gabe Vincent,LAL,2024-10-22,LAL vs. MIN,W,17,2,2,2,0,0,2,0.5,,,-2,Regular Season
1631108,Max Christie,LAL,2024-10-22,LAL vs. MIN,W,11,2,2,0,0,0,0,0.0,0.0,1.0,-5,Regular Season
204060,Joe Ingles,MIN,2024-10-22,MIN @ LAL,L,7,0,0,1,0,0,0,0.0,0.0,,1,Regular Season
