PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GAME_DATE,MATCHUP,WL,MIN,PTS,REB,AST,STL,BLK,TOV,FG_PCT,FG3_PCT,FT_PCT,PLUS_MINUS,SEASON_TYPE
1628464,Daniel Theis,BOS,2018-10-16,BOS vs. PHI,W,4,0,1,0,0,0,0,,,,3,Regular Season
202691,Klay Thompson,GSW,2018-10-16,GSW vs. OKC,W,35,14,4,0,0,0,2,0.25,0.125,1.0,2,Regular Season
203110,Draymond Green,GSW,2018-10-16,GSW vs. OKC,W,33,2,13,5,3,0,6,0.167,0.0,,2,Regular Season
1628035,Alfonzo McKinnie,GSW,2018-10-16,GSW vs. OKC,W,2,0,0,0,0,0,0,0.0,0.0,,-1,Regular Season
200755,JJ Redick,PHI,2018-10-16,PHI @ BOS,L,30,16,2,1,0,0,0,0.412,0.25,,-10,Regular Season
1629013,Landry Shamet,PHI,2018-10-16,PHI @ BOS,L,13,1,1,0,0,0,0,0.0,0.0,0.5,-8,Regular Season
101109,Raymond Felton,OKC,2018-10-16,OKC @ GSW,L,14,6,3,1,0,0,2,0.2,0.0,0.8,-1,Regular Season
202954,Brad Wanamaker,BOS,2018-10-16,BOS vs. PHI,W,1,2,1,0,0,0,0,1.0,,,2,Regular Season
203382,Aron Baynes,BOS,2018-10-16,BOS vs. PHI,W,19,8,4,3,0,0,1,0.429,0.5,,8,Regular Season
203935,Marcus Smart,BOS,2018-10-16,BOS vs. PHI,W,25,7,3,3,0,0,2,0.5,0.5,0.5,3,Regular Season
1628369,Jayson Tatum,BOS,2018-10-16,BOS vs. PHI,W,29,23,9,3,1,0,1,0.529,0.2,0.8,6,Regular Season
201973,Jonas Jerebko,GSW,2018-10-16,GSW vs. OKC,W,6,0,3,0,0,0,1,,,,0,Regular Season
101161,Amir Johnson,PHI,2018-10-16,PHI @ BOS,L,11,5,3,1,0,0,0,1.0,,0.75,-10,Regular Season
203496,Robert Covington,PHI,2018-10-16,PHI @ BOS,L,34,8,6,0,2,1,2,0.3,0.286,,-9,Regular Season
1628365,Markelle Fultz,PHI,2018-10-16,PHI @ BOS,L,24,5,3,2,1,0,3,0.286,,0.5,-16,Regular Season
203457,Nerlens Noel,OKC,2018-10-16,OKC @ GSW,L,12,3,7,1,1,1,0,0.5,,0.5,-2,Regular Season
1627824,Guerschon Yabusele,BOS,2018-10-16,BOS vs. PHI,W,1,0,0,0,0,0,0,,,,2,Regular Season
201939,Stephen Curry,GSW,2018-10-16,GSW vs. OKC,W,37,32,8,9,1,0,3,0.55,0.556,1.0,15,Regular Season
1626172,Kevon Looney,GSW,2018-10-16,GSW vs. OKC,W,18,10,10,2,1,2,1,0.455,,,23,Regular Season
203954,Joel Embiid,PHI,2018-10-16,PHI @ BOS,L,37,23,10,2,1,2,5,0.429,0.25,0.8,-8,Regular Season
1628413,Jonah Bolden,PHI,2018-10-16,PHI @ BOS,L,1,0,0,0,0,0,0,,,,-2,Regular Season
1628390,Terrance Ferguson,OKC,2018-10-16,OKC @ GSW,L,27,0,4,1,0,0,1,0.0,0.0,,0,Regular Season
201143,Al Horford,BOS,2018-10-16,BOS vs. PHI,W,30,9,4,2,0,4,3,0.571,0.0,1.0,9,Regular Season
202330,Gordon Hayward,BOS,2018-10-16,BOS vs. PHI,W,25,10,5,0,4,0,0,0.333,0.333,0.5,10,Regular Season
202681,Kyrie Irving,BOS,2018-10-16,BOS vs. PHI,W,29,7,4,7,0,0,3,0.143,0.125,1.0,9,Regular Season
1626179,Terry Rozier,BOS,2018-10-16,BOS vs. PHI,W,27,11,8,1,0,1,1,0.5,0.5,,22,Regular Season
2733,Shaun Livingston,GSW,2018-10-16,GSW vs. OKC,W,15,6,3,1,1,0,1,0.6,,,-3,Regular Season
