OFF_PLAYER_ID,OFF_PLAYER_NAME,DEF_PLAYER_ID,DEF_PLAYER_NAME,GP,MATCHUP_MIN,PARTIAL_POSS,PLAYER_PTS,MATCHUP_FGM,MATCHUP_FGA,MATCHUP_FG3M,MATCHUP_FG3A,MATCHUP_TOV,SFL,SEASON_TYPE
203083,Andre Drummond,201572,Brook Lopez,4,33.1,150.3,43,20,45,0,1,8,4,Regular Season
1627742,Brandon Ingram,1626220,Royce O'Neale,3,30.4,146.5,33,14,30,3,5,3,1,Regular Season
1628389,Bam Adebayo,202696,Nikola Vučević,3,26.3,136.9,24,12,25,0,0,5,0,Regular Season
203944,Julius Randle,202699,Tobias Harris,3,28.6,133.7,23,9,28,2,4,4,3,Regular Season
1629028,Deandre Ayton,203999,Nikola Jokić,3,29.4,133.2,32,14,22,1,4,3,2,Regular Season
1628368,De'Aaron Fox,202339,Eric Bledsoe,3,25.4,132.9,49,19,36,8,21,6,2,Regular Season
202696,Nikola Vučević,1629028,Deandre Ayton,3,26.7,128.9,36,15,32,4,7,1,1,Regular Season
203999,Nikola Jokić,1628386,Jarrett Allen,3,26.9,126.9,36,15,28,2,6,4,2,Regular Season
203081,Damian Lillard,1628415,Dillon Brooks,3,23.1,126.9,31,11,29,6,15,4,1,Regular Season
1626158,Richaun Holmes,1627751,Jakob Poeltl,3,23.5,125.5,26,12,20,0,0,0,1,Regular Season
203944,Julius Randle,201145,Jeff Green,3,25.2,125.2,34,16,42,0,8,4,3,Regular Season
1629060,Rui Hachimura,203944,Julius Randle,3,21.4,125.1,2,1,10,0,2,1,0,Regular Season
202685,Jonas Valančiūnas,203497,Rudy Gobert,3,24.1,124.8,28,12,33,0,2,2,2,Regular Season
203999,Nikola Jokić,203500,Steven Adams,3,26.4,124.4,51,23,42,5,8,3,0,Regular Season
203500,Steven Adams,203999,Nikola Jokić,3,27.2,123.4,10,4,10,0,0,1,1,Regular Season
203081,Damian Lillard,1628969,Mikal Bridges,3,25.0,122.9,24,11,26,2,9,5,0,Regular Season
202710,Jimmy Butler III,1627763,Malcolm Brogdon,3,25.5,122.2,12,5,14,0,3,2,0,Regular Season
201942,DeMar DeRozan,200782,P.J. Tucker,5,24.4,122.0,22,7,23,1,3,1,4,Regular Season
1627734,Domantas Sabonis,203991,Clint Capela,3,23.8,121.9,30,14,22,2,3,7,0,Regular Season
1629028,Deandre Ayton,202696,Nikola Vučević,3,23.1,121.4,22,10,19,0,1,5,1,Regular Season
203999,Nikola Jokić,1629028,Deandre Ayton,3,25.2,121.4,31,14,35,3,6,3,0,Regular Season
1626174,Christian Wood,1629028,Deandre Ayton,3,21.2,120.9,31,13,27,3,9,5,3,Regular Season
1626204,Larry Nance Jr.,203944,Julius Randle,3,24.5,118.9,6,3,10,0,4,1,0,Regular Season
1627734,Domantas Sabonis,203944,Julius Randle,3,23.1,118.3,19,7,18,1,2,6,2,Regular Season
203999,Nikola Jokić,1628976,Wendell Carter Jr.,3,24.1,118.0,43,20,34,1,5,4,1,Regular Season
202696,Nikola Vučević,203457,Nerlens Noel,4,24.0,117.5,30,14,33,2,9,4,0,Regular Season
1627763,Malcolm Brogdon,202710,Jimmy Butler III,3,23.9,116.9,19,7,14,5,10,2,0,Regular Season
203999,Nikola Jokić,1627751,Jakob Poeltl,3,24.0,116.4,52,21,38,5,10,14,1,Regular Season
203497,Rudy Gobert,202685,Jonas Valančiūnas,3,21.8,115.6,22,8,14,0,0,2,6,Regular Season
1628976,Wendell Carter Jr.,203999,Nikola Jokić,3,24.1,115.1,18,7,19,1,3,3,2,Regular Season
1627751,Jakob Poeltl,203999,Nikola Jokić,3,22.2,113.7,6,3,5,0,0,2,1,Regular Season
202696,Nikola Vučević,1628389,Bam Adebayo,3,22.0,113.7,21,8,17,5,8,6,0,Regular Season
1626181,Norman Powell,203114,Khris Middleton,4,21.8,113.5,31,11,15,5,7,4,2,Regular Season
203944,Julius Randle,1627734,Domantas Sabonis,3,23.8,113.0,26,10,27,2,7,8,2,Regular Season
202330,Gordon Hayward,203200,Justin Holiday,3,23.4,112.6,15,6,14,0,1,2,2,Regular Season
202339,Eric Bledsoe,1628368,De'Aaron Fox,3,21.1,112.6,19,5,18,3,10,5,3,Regular Season
1627751,Jakob Poeltl,1626158,Richaun Holmes,3,22.0,112.2,25,12,15,0,0,2,1,Regular Season
203081,Damian Lillard,202709,Cory Joseph,5,22.2,111.7,28,9,25,6,16,0,1,Regular Season
203081,Damian Lillard,1628366,Lonzo Ball,3,23.8,111.2,47,16,30,10,20,5,2,Regular Season
1629627,Zion Williamson,203944,Julius Randle,2,23.0,111.1,33,15,27,0,3,5,3,Regular Season
1627742,Brandon Ingram,1628969,Mikal Bridges,3,23.2,111.0,27,11,20,3,7,3,0,Regular Season
201939,Stephen Curry,203471,Dennis Schröder,3,18.1,110.3,26,9,26,3,13,6,2,Regular Season
203084,Harrison Barnes,1627742,Brandon Ingram,3,21.7,110.2,7,3,11,1,3,2,0,Regular Season
202687,Bismack Biyombo,202696,Nikola Vučević,4,22.7,110.0,11,5,7,0,0,4,1,Regular Season
203944,Julius Randle,1626204,Larry Nance Jr.,3,22.9,109.9,22,9,21,2,3,5,1,Regular Season
203200,Justin Holiday,203552,Seth Curry,3,21.7,109.9,17,6,12,5,8,0,1,Regular Season
1629632,Coby White,204456,T.J. McConnell,3,22.6,109.3,11,3,8,1,4,4,2,Regular Season
203937,Kyle Anderson,202711,Bojan Bogdanovic,3,20.6,109.2,19,7,13,3,6,1,2,Regular Season
1629627,Zion Williamson,203496,Robert Covington,3,22.8,108.6,47,20,32,1,2,4,3,Regular Season
203083,Andre Drummond,1629011,Mitchell Robinson,3,22.3,108.6,23,7,14,0,0,4,6,Regular Season
1629029,Luka Dončić,1628969,Mikal Bridges,3,20.3,108.5,24,10,21,2,6,4,1,Regular Season
201145,Jeff Green,203944,Julius Randle,3,20.4,108.3,30,12,19,4,4,1,2,Regular Season
203083,Andre Drummond,203457,Nerlens Noel,5,22.9,108.2,18,7,18,0,1,6,3,Regular Season
1630172,Patrick Williams,1629628,RJ Barrett,3,23.2,108.2,13,5,14,1,5,2,1,Regular Season
203944,Julius Randle,1629060,Rui Hachimura,3,22.4,108.2,35,12,24,6,9,3,3,Regular Season
1627734,Domantas Sabonis,1628976,Wendell Carter Jr.,3,19.1,107.7,12,3,15,0,1,6,5,Regular Season
1626158,Richaun Holmes,1629650,Moses Brown,3,21.3,107.6,16,8,14,0,0,4,0,Regular Season
201599,DeAndre Jordan,202696,Nikola Vučević,3,18.6,107.3,10,5,9,0,0,3,0,Regular Season
203954,Joel Embiid,203382,Aron Baynes,3,23.3,107.3,24,6,28,2,5,4,4,Regular Season
203457,Nerlens Noel,202696,Nikola Vučević,4,22.3,107.2,10,5,10,0,1,0,0,Regular Season
1627742,Brandon Ingram,1629652,Luguentz Dort,3,21.8,107.2,15,5,17,1,6,4,2,Regular Season
202699,Tobias Harris,203944,Julius Randle,3,21.4,107.1,24,8,17,4,7,1,1,Regular Season
1628386,Jarrett Allen,203999,Nikola Jokić,3,22.1,107.1,26,12,16,0,0,4,1,Regular Season
1627826,Ivica Zubac,203920,Khem Birch,4,23.5,107.0,16,8,13,0,0,1,0,Regular Season
1628969,Mikal Bridges,1627742,Brandon Ingram,3,22.2,106.8,8,4,12,0,4,0,0,Regular Season
1628969,Mikal Bridges,203081,Damian Lillard,3,20.6,106.5,17,7,9,2,3,1,1,Regular Season
202681,Kyrie Irving,1629631,De'Andre Hunter,3,20.2,106.1,23,9,24,2,10,2,2,Regular Season
1629028,Deandre Ayton,203497,Rudy Gobert,3,23.0,106.0,16,8,15,0,0,1,0,Regular Season
203507,Giannis Antetokounmpo,201933,Blake Griffin,4,19.3,105.9,43,17,39,5,16,5,4,Regular Season
203526,Raul Neto,1629027,Trae Young,3,20.4,105.3,14,7,12,0,2,1,0,Regular Season
1627734,Domantas Sabonis,201572,Brook Lopez,3,19.1,104.9,44,18,40,2,6,4,3,Regular Season
203507,Giannis Antetokounmpo,201599,DeAndre Jordan,3,18.4,104.5,51,21,42,4,7,2,4,Regular Season
202696,Nikola Vučević,203382,Aron Baynes,4,21.9,104.5,19,8,25,2,7,4,1,Regular Season
1628389,Bam Adebayo,202684,Tristan Thompson,3,21.3,104.1,26,10,14,0,0,3,4,Regular Season
1627732,Ben Simmons,201145,Jeff Green,3,18.7,104.0,22,9,15,0,2,3,2,Regular Season
201942,DeMar DeRozan,1626220,Royce O'Neale,3,20.7,103.9,27,13,23,0,1,0,1,Regular Season
1626158,Richaun Holmes,203999,Nikola Jokić,3,23.5,103.1,26,13,19,0,0,1,0,Regular Season
203497,Rudy Gobert,1629028,Deandre Ayton,3,20.5,102.8,15,7,7,0,0,4,0,Regular Season
203382,Aron Baynes,203954,Joel Embiid,3,20.4,102.6,8,4,11,0,1,3,0,Regular Season
201142,Kevin Durant,1629629,Cam Reddish,3,19.3,102.3,17,7,17,1,6,5,1,Regular Season
201566,Russell Westbrook,1630171,Isaac Okoro,3,17.7,102.1,26,10,23,0,5,4,4,Regular Season
202696,Nikola Vučević,1628418,Thomas Bryant,2,17.9,102.1,22,7,23,2,9,0,2,Regular Season
1627750,Jamal Murray,1628969,Mikal Bridges,3,21.9,102.0,28,12,21,2,4,2,1,Regular Season
1627826,Ivica Zubac,202683,Enes Freedom,3,18.4,101.8,18,8,13,0,0,2,1,Regular Season
1628467,Maxi Kleber,1629627,Zion Williamson,2,21.5,101.4,9,3,13,3,10,1,0,Regular Season
1629628,RJ Barrett,1630172,Patrick Williams,3,20.7,101.3,13,6,12,0,1,3,1,Regular Season
1629029,Luka Dončić,203496,Robert Covington,3,19.5,101.3,32,12,18,7,12,8,1,Regular Season
203076,Anthony Davis,203496,Robert Covington,2,20.3,100.4,25,10,22,2,2,3,3,Regular Season
201935,James Harden,1627763,Malcolm Brogdon,3,20.0,100.3,14,7,14,0,3,6,0,Regular Season
204456,T.J. McConnell,1629632,Coby White,3,17.6,100.3,13,6,7,1,1,6,0,Regular Season
203500,Steven Adams,202683,Enes Freedom,3,18.9,100.1,6,2,5,0,0,2,1,Regular Season
202709,Cory Joseph,203081,Damian Lillard,5,20.1,100.0,6,3,11,0,3,1,0,Regular Season
