PLAYER_ID,HX,HY,FGA,FGM,FG3A,FG3M,SEASON_TYPE
0,0.0,0.0,43148,30160,0,0,Regular Season
0,21.7,37.5,10557,4706,0,0,Regular Season
0,-21.7,37.5,9024,3884,0,0,Regular Season
0,129.9,225.0,5078,1728,5078,1728,Regular Season
0,-129.9,225.0,4957,1771,4957,1771,Regular Season
0,0.0,75.0,4720,1964,0,0,Regular Season
0,-216.5,0.0,4290,1708,4194,1670,Regular Season
0,-21.7,262.5,3994,1358,3994,1358,Regular Season
0,21.7,262.5,3575,1280,3575,1280,Regular Season
0,238.2,37.5,3536,1346,3536,1346,Regular Season
0,43.3,0.0,3430,1546,0,0,Regular Season
0,-43.3,0.0,3173,1416,0,0,Regular Season
0,-151.6,187.5,3041,1085,2956,1057,Regular Season
0,216.5,0.0,2969,1154,2888,1119,Regular Season
0,151.6,187.5,2897,1017,2851,997,Regular Season
0,-238.2,37.5,2752,1076,2752,1076,Regular Season
0,-194.9,187.5,2744,1008,2744,1008,Regular Season
0,65.0,262.5,2678,942,2678,942,Regular Season
0,-65.0,262.5,2629,923,2629,923,Regular Season
0,86.6,225.0,2443,891,2378,862,Regular Season
0,-86.6,225.0,2311,799,2239,779,Regular Season
0,43.3,75.0,2187,896,0,0,Regular Season
0,194.9,187.5,2187,776,2187,776,Regular Season
0,65.0,37.5,2174,849,0,0,Regular Season
0,21.7,112.5,2098,927,0,0,Regular Season
0,-21.7,112.5,2084,877,0,0,Regular Season
0,-216.5,150.0,2009,745,2009,745,Regular Season
0,-43.3,75.0,1996,791,0,0,Regular Season
0,0.0,150.0,1802,770,0,0,Regular Season
0,-65.0,37.5,1768,679,0,0,Regular Season
0,216.5,150.0,1743,639,1743,639,Regular Season
0,-173.2,225.0,1726,588,1726,588,Regular Season
0,-108.3,262.5,1630,572,1630,572,Regular Season
0,108.3,262.5,1588,539,1588,539,Regular Season
0,173.2,225.0,1476,504,1476,504,Regular Season
0,65.0,112.5,1459,629,0,0,Regular Season
0,86.6,150.0,1370,581,0,0,Regular Season
0,216.5,75.0,1314,481,1273,466,Regular Season
0,-65.0,112.5,1304,533,0,0,Regular Season
0,-86.6,150.0,1214,483,0,0,Regular Season
0,-216.5,75.0,1000,383,947,365,Regular Season
0,86.6,75.0,992,387,0,0,Regular Season
0,-86.6,75.0,982,413,0,0,Regular Season
0,43.3,150.0,960,413,0,0,Regular Season
0,-21.7,187.5,948,417,0,0,Regular Season
0,-43.3,150.0,937,399,0,0,Regular Season
0,238.2,112.5,923,354,923,354,Regular Season
0,21.7,187.5,908,363,0,0,Regular Season
0,108.3,112.5,905,366,0,0,Regular Season
0,-238.2,112.5,903,354,903,354,Regular Season
0,-108.3,37.5,894,378,0,0,Regular Season
0,108.3,37.5,841,323,0,0,Regular Season
